group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
DynamicAccumulator: Prove Non-Membership,,10,,,52201625.0,ns,30
DynamicAccumulator: Prove Non-Membership,,10,,,54325041.0,ns,31
DynamicAccumulator: Prove Non-Membership,,10,,,56094791.0,ns,32
DynamicAccumulator: Prove Non-Membership,,10,,,56985792.0,ns,33
DynamicAccumulator: Prove Non-Membership,,10,,,60530417.0,ns,34
DynamicAccumulator: Prove Non-Membership,,10,,,60272333.0,ns,35
DynamicAccumulator: Prove Non-Membership,,10,,,62984041.0,ns,36
DynamicAccumulator: Prove Non-Membership,,10,,,64827792.0,ns,37
DynamicAccumulator: Prove Non-Membership,,10,,,65170792.0,ns,38
DynamicAccumulator: Prove Non-Membership,,10,,,66672000.0,ns,39
DynamicAccumulator: Prove Non-Membership,,10,,,69349000.0,ns,40
DynamicAccumulator: Prove Non-Membership,,10,,,69424916.0,ns,41
DynamicAccumulator: Prove Non-Membership,,10,,,73409625.0,ns,42
DynamicAccumulator: Prove Non-Membership,,10,,,64204500.0,ns,43
DynamicAccumulator: Prove Non-Membership,,10,,,75871791.0,ns,44
DynamicAccumulator: Prove Non-Membership,,10,,,79085375.0,ns,45
DynamicAccumulator: Prove Non-Membership,,10,,,79643833.0,ns,46
DynamicAccumulator: Prove Non-Membership,,10,,,80893333.0,ns,47
DynamicAccumulator: Prove Non-Membership,,10,,,83761875.0,ns,48
DynamicAccumulator: Prove Non-Membership,,10,,,85127750.0,ns,49
DynamicAccumulator: Prove Non-Membership,,10,,,86476875.0,ns,50
DynamicAccumulator: Prove Non-Membership,,10,,,89102667.0,ns,51
DynamicAccumulator: Prove Non-Membership,,10,,,89214250.0,ns,52
DynamicAccumulator: Prove Non-Membership,,10,,,90900625.0,ns,53
DynamicAccumulator: Prove Non-Membership,,10,,,94184708.0,ns,54
DynamicAccumulator: Prove Non-Membership,,10,,,96122333.0,ns,55
DynamicAccumulator: Prove Non-Membership,,10,,,96142125.0,ns,56
DynamicAccumulator: Prove Non-Membership,,10,,,100405292.0,ns,57
DynamicAccumulator: Prove Non-Membership,,10,,,100101500.0,ns,58
DynamicAccumulator: Prove Non-Membership,,10,,,101610083.0,ns,59
DynamicAccumulator: Prove Non-Membership,,10,,,103609917.0,ns,60
DynamicAccumulator: Prove Non-Membership,,10,,,104498250.0,ns,61
DynamicAccumulator: Prove Non-Membership,,10,,,107669791.0,ns,62
DynamicAccumulator: Prove Non-Membership,,10,,,108975500.0,ns,63
DynamicAccumulator: Prove Non-Membership,,10,,,112147167.0,ns,64
DynamicAccumulator: Prove Non-Membership,,10,,,113637541.0,ns,65
DynamicAccumulator: Prove Non-Membership,,10,,,115075958.0,ns,66
DynamicAccumulator: Prove Non-Membership,,10,,,117000208.0,ns,67
DynamicAccumulator: Prove Non-Membership,,10,,,118768083.0,ns,68
DynamicAccumulator: Prove Non-Membership,,10,,,120682959.0,ns,69
DynamicAccumulator: Prove Non-Membership,,10,,,122146500.0,ns,70
DynamicAccumulator: Prove Non-Membership,,10,,,116419208.0,ns,71
DynamicAccumulator: Prove Non-Membership,,10,,,122784916.0,ns,72
DynamicAccumulator: Prove Non-Membership,,10,,,127542959.0,ns,73
DynamicAccumulator: Prove Non-Membership,,10,,,127334125.0,ns,74
DynamicAccumulator: Prove Non-Membership,,10,,,131356667.0,ns,75
DynamicAccumulator: Prove Non-Membership,,10,,,131384375.0,ns,76
DynamicAccumulator: Prove Non-Membership,,10,,,133493917.0,ns,77
DynamicAccumulator: Prove Non-Membership,,10,,,132347291.0,ns,78
DynamicAccumulator: Prove Non-Membership,,10,,,134812708.0,ns,79
DynamicAccumulator: Prove Non-Membership,,10,,,140161750.0,ns,80
DynamicAccumulator: Prove Non-Membership,,10,,,142109458.0,ns,81
DynamicAccumulator: Prove Non-Membership,,10,,,144114459.0,ns,82
DynamicAccumulator: Prove Non-Membership,,10,,,183200042.0,ns,83
DynamicAccumulator: Prove Non-Membership,,10,,,148851208.0,ns,84
DynamicAccumulator: Prove Non-Membership,,10,,,148333208.0,ns,85
DynamicAccumulator: Prove Non-Membership,,10,,,150396833.0,ns,86
DynamicAccumulator: Prove Non-Membership,,10,,,116643584.0,ns,87
DynamicAccumulator: Prove Non-Membership,,10,,,191567541.0,ns,88
DynamicAccumulator: Prove Non-Membership,,10,,,151913833.0,ns,89
DynamicAccumulator: Prove Non-Membership,,10,,,155684708.0,ns,90
DynamicAccumulator: Prove Non-Membership,,10,,,157796125.0,ns,91
DynamicAccumulator: Prove Non-Membership,,10,,,159810042.0,ns,92
DynamicAccumulator: Prove Non-Membership,,10,,,161569041.0,ns,93
DynamicAccumulator: Prove Non-Membership,,10,,,163286375.0,ns,94
DynamicAccumulator: Prove Non-Membership,,10,,,166042667.0,ns,95
DynamicAccumulator: Prove Non-Membership,,10,,,167314416.0,ns,96
DynamicAccumulator: Prove Non-Membership,,10,,,170291750.0,ns,97
DynamicAccumulator: Prove Non-Membership,,10,,,169242458.0,ns,98
DynamicAccumulator: Prove Non-Membership,,10,,,174306667.0,ns,99
DynamicAccumulator: Prove Non-Membership,,10,,,174936250.0,ns,100
