group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
DynamicAccumulator: Prove Non-Membership,,50,,,54406125.0,ns,5
DynamicAccumulator: Prove Non-Membership,,50,,,54129583.0,ns,5
DynamicAccumulator: Prove Non-Membership,,50,,,52341167.0,ns,5
DynamicAccumulator: Prove Non-Membership,,50,,,53348917.0,ns,5
DynamicAccumulator: Prove Non-Membership,,50,,,52192291.0,ns,5
DynamicAccumulator: Prove Non-Membership,,50,,,54100500.0,ns,5
DynamicAccumulator: Prove Non-Membership,,50,,,53623041.0,ns,5
DynamicAccumulator: Prove Non-Membership,,50,,,54876875.0,ns,5
DynamicAccumulator: Prove Non-Membership,,50,,,53507500.0,ns,5
DynamicAccumulator: Prove Non-Membership,,50,,,54628167.0,ns,5
DynamicAccumulator: Prove Non-Membership,,50,,,53030583.0,ns,5
DynamicAccumulator: Prove Non-Membership,,50,,,53539417.0,ns,5
DynamicAccumulator: Prove Non-Membership,,50,,,53553583.0,ns,5
DynamicAccumulator: Prove Non-Membership,,50,,,54395041.0,ns,5
DynamicAccumulator: Prove Non-Membership,,50,,,52785125.0,ns,5
DynamicAccumulator: Prove Non-Membership,,50,,,53752917.0,ns,5
DynamicAccumulator: Prove Non-Membership,,50,,,51965333.0,ns,5
DynamicAccumulator: Prove Non-Membership,,50,,,54395250.0,ns,5
DynamicAccumulator: Prove Non-Membership,,50,,,53727208.0,ns,5
DynamicAccumulator: Prove Non-Membership,,50,,,54494875.0,ns,5
DynamicAccumulator: Prove Non-Membership,,50,,,53926334.0,ns,5
DynamicAccumulator: Prove Non-Membership,,50,,,55103375.0,ns,5
DynamicAccumulator: Prove Non-Membership,,50,,,53492791.0,ns,5
DynamicAccumulator: Prove Non-Membership,,50,,,54002500.0,ns,5
DynamicAccumulator: Prove Non-Membership,,50,,,54538625.0,ns,5
DynamicAccumulator: Prove Non-Membership,,50,,,55058167.0,ns,5
DynamicAccumulator: Prove Non-Membership,,50,,,52946542.0,ns,5
DynamicAccumulator: Prove Non-Membership,,50,,,53982917.0,ns,5
DynamicAccumulator: Prove Non-Membership,,50,,,53217458.0,ns,5
DynamicAccumulator: Prove Non-Membership,,50,,,53546875.0,ns,5
DynamicAccumulator: Prove Non-Membership,,50,,,54097542.0,ns,5
DynamicAccumulator: Prove Non-Membership,,50,,,52272084.0,ns,5
DynamicAccumulator: Prove Non-Membership,,50,,,54398041.0,ns,5
DynamicAccumulator: Prove Non-Membership,,50,,,55232250.0,ns,5
