group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
DynamicAccumulator: Add,,10,,,1003208.0,ns,8
DynamicAccumulator: Add,,10,,,1979541.0,ns,16
DynamicAccumulator: Add,,10,,,3021625.0,ns,24
DynamicAccumulator: Add,,10,,,3959334.0,ns,32
DynamicAccumulator: Add,,10,,,4924250.0,ns,40
DynamicAccumulator: Add,,10,,,5902125.0,ns,48
DynamicAccumulator: Add,,10,,,6899167.0,ns,56
DynamicAccumulator: Add,,10,,,7880917.0,ns,64
DynamicAccumulator: Add,,10,,,8909292.0,ns,72
DynamicAccumulator: Add,,10,,,9830208.0,ns,80
DynamicAccumulator: Add,,10,,,10836708.0,ns,88
DynamicAccumulator: Add,,10,,,11803958.0,ns,96
DynamicAccumulator: Add,,10,,,12915625.0,ns,104
DynamicAccumulator: Add,,10,,,13784834.0,ns,112
DynamicAccumulator: Add,,10,,,14960709.0,ns,120
DynamicAccumulator: Add,,10,,,15778792.0,ns,128
DynamicAccumulator: Add,,10,,,16824666.0,ns,136
DynamicAccumulator: Add,,10,,,18633042.0,ns,144
DynamicAccumulator: Add,,10,,,19103250.0,ns,152
DynamicAccumulator: Add,,10,,,19984833.0,ns,160
DynamicAccumulator: Add,,10,,,20856542.0,ns,168
DynamicAccumulator: Add,,10,,,21808708.0,ns,176
DynamicAccumulator: Add,,10,,,22652000.0,ns,184
DynamicAccumulator: Add,,10,,,23760958.0,ns,192
DynamicAccumulator: Add,,10,,,24744584.0,ns,200
DynamicAccumulator: Add,,10,,,25692417.0,ns,208
DynamicAccumulator: Add,,10,,,26780083.0,ns,216
DynamicAccumulator: Add,,10,,,27680583.0,ns,224
DynamicAccumulator: Add,,10,,,28686459.0,ns,232
DynamicAccumulator: Add,,10,,,29706500.0,ns,240
DynamicAccumulator: Add,,10,,,30588625.0,ns,248
DynamicAccumulator: Add,,10,,,31845208.0,ns,256
DynamicAccumulator: Add,,10,,,32542625.0,ns,264
DynamicAccumulator: Add,,10,,,33766500.0,ns,272
DynamicAccumulator: Add,,10,,,34681875.0,ns,280
DynamicAccumulator: Add,,10,,,35424542.0,ns,288
DynamicAccumulator: Add,,10,,,38291750.0,ns,296
DynamicAccumulator: Add,,10,,,41576542.0,ns,304
DynamicAccumulator: Add,,10,,,42778500.0,ns,312
DynamicAccumulator: Add,,10,,,43960125.0,ns,320
DynamicAccumulator: Add,,10,,,41674542.0,ns,328
DynamicAccumulator: Add,,10,,,44924167.0,ns,336
DynamicAccumulator: Add,,10,,,46355583.0,ns,344
DynamicAccumulator: Add,,10,,,49789292.0,ns,352
DynamicAccumulator: Add,,10,,,50010750.0,ns,360
DynamicAccumulator: Add,,10,,,50452833.0,ns,368
DynamicAccumulator: Add,,10,,,49131959.0,ns,376
DynamicAccumulator: Add,,10,,,47494083.0,ns,384
DynamicAccumulator: Add,,10,,,48543500.0,ns,392
DynamicAccumulator: Add,,10,,,49420083.0,ns,400
DynamicAccumulator: Add,,10,,,49870250.0,ns,408
DynamicAccumulator: Add,,10,,,50708916.0,ns,416
DynamicAccumulator: Add,,10,,,53356500.0,ns,424
DynamicAccumulator: Add,,10,,,58336041.0,ns,432
DynamicAccumulator: Add,,10,,,59063333.0,ns,440
DynamicAccumulator: Add,,10,,,55384250.0,ns,448
DynamicAccumulator: Add,,10,,,55805959.0,ns,456
DynamicAccumulator: Add,,10,,,56969084.0,ns,464
DynamicAccumulator: Add,,10,,,61017208.0,ns,472
DynamicAccumulator: Add,,10,,,62395459.0,ns,480
DynamicAccumulator: Add,,10,,,59645292.0,ns,488
DynamicAccumulator: Add,,10,,,60664625.0,ns,496
DynamicAccumulator: Add,,10,,,67587333.0,ns,504
DynamicAccumulator: Add,,10,,,66474125.0,ns,512
DynamicAccumulator: Add,,10,,,63549583.0,ns,520
DynamicAccumulator: Add,,10,,,64434416.0,ns,528
DynamicAccumulator: Add,,10,,,66883792.0,ns,536
DynamicAccumulator: Add,,10,,,69114083.0,ns,544
DynamicAccumulator: Add,,10,,,73853000.0,ns,552
DynamicAccumulator: Add,,10,,,70083416.0,ns,560
DynamicAccumulator: Add,,10,,,84548833.0,ns,568
DynamicAccumulator: Add,,10,,,83740250.0,ns,576
DynamicAccumulator: Add,,10,,,131934125.0,ns,584
DynamicAccumulator: Add,,10,,,76618250.0,ns,592
DynamicAccumulator: Add,,10,,,74780084.0,ns,600
DynamicAccumulator: Add,,10,,,74889500.0,ns,608
DynamicAccumulator: Add,,10,,,76503792.0,ns,616
DynamicAccumulator: Add,,10,,,77662167.0,ns,624
DynamicAccumulator: Add,,10,,,80190375.0,ns,632
DynamicAccumulator: Add,,10,,,77971792.0,ns,640
DynamicAccumulator: Add,,10,,,79327125.0,ns,648
DynamicAccumulator: Add,,10,,,80786750.0,ns,656
DynamicAccumulator: Add,,10,,,81865125.0,ns,664
DynamicAccumulator: Add,,10,,,81843167.0,ns,672
DynamicAccumulator: Add,,10,,,84467542.0,ns,680
DynamicAccumulator: Add,,10,,,96233209.0,ns,688
DynamicAccumulator: Add,,10,,,95350166.0,ns,696
DynamicAccumulator: Add,,10,,,92727458.0,ns,704
DynamicAccumulator: Add,,10,,,92854958.0,ns,712
DynamicAccumulator: Add,,10,,,88130125.0,ns,720
