group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
DynamicAccumulator: Add,,5000,,,1082709.0,ns,11
DynamicAccumulator: Add,,5000,,,2116625.0,ns,22
DynamicAccumulator: Add,,5000,,,3122208.0,ns,33
DynamicAccumulator: Add,,5000,,,4132209.0,ns,44
DynamicAccumulator: Add,,5000,,,5303625.0,ns,55
DynamicAccumulator: Add,,5000,,,6266583.0,ns,66
DynamicAccumulator: Add,,5000,,,7364458.0,ns,77
DynamicAccumulator: Add,,5000,,,8456208.0,ns,88
DynamicAccumulator: Add,,5000,,,10035125.0,ns,99
DynamicAccumulator: Add,,5000,,,10490458.0,ns,110
DynamicAccumulator: Add,,5000,,,12374334.0,ns,121
DynamicAccumulator: Add,,5000,,,14577166.0,ns,132
DynamicAccumulator: Add,,5000,,,14090334.0,ns,143
DynamicAccumulator: Add,,5000,,,14643500.0,ns,154
DynamicAccumulator: Add,,5000,,,15910125.0,ns,165
DynamicAccumulator: Add,,5000,,,16796208.0,ns,176
DynamicAccumulator: Add,,5000,,,17838042.0,ns,187
DynamicAccumulator: Add,,5000,,,19446667.0,ns,198
DynamicAccumulator: Add,,5000,,,23361625.0,ns,209
DynamicAccumulator: Add,,5000,,,21078000.0,ns,220
DynamicAccumulator: Add,,5000,,,22151417.0,ns,231
DynamicAccumulator: Add,,5000,,,23118625.0,ns,242
DynamicAccumulator: Add,,5000,,,24152709.0,ns,253
DynamicAccumulator: Add,,5000,,,25132208.0,ns,264
DynamicAccumulator: Add,,5000,,,26333166.0,ns,275
DynamicAccumulator: Add,,5000,,,27178250.0,ns,286
DynamicAccumulator: Add,,5000,,,28208042.0,ns,297
DynamicAccumulator: Add,,5000,,,29240000.0,ns,308
DynamicAccumulator: Add,,5000,,,30405208.0,ns,319
DynamicAccumulator: Add,,5000,,,31668667.0,ns,330
DynamicAccumulator: Add,,5000,,,32415875.0,ns,341
DynamicAccumulator: Add,,5000,,,33322416.0,ns,352
DynamicAccumulator: Add,,5000,,,35026958.0,ns,363
DynamicAccumulator: Add,,5000,,,35453458.0,ns,374
DynamicAccumulator: Add,,5000,,,36547041.0,ns,385
DynamicAccumulator: Add,,5000,,,38024709.0,ns,396
DynamicAccumulator: Add,,5000,,,38832583.0,ns,407
DynamicAccumulator: Add,,5000,,,39783458.0,ns,418
DynamicAccumulator: Add,,5000,,,47404917.0,ns,429
DynamicAccumulator: Add,,5000,,,42744917.0,ns,440
