group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
DynamicAccumulator: Delete,,100,,,1047250.0,ns,8
DynamicAccumulator: Delete,,100,,,1991208.0,ns,16
DynamicAccumulator: Delete,,100,,,2991084.0,ns,24
DynamicAccumulator: Delete,,100,,,3957500.0,ns,32
DynamicAccumulator: Delete,,100,,,4976791.0,ns,40
DynamicAccumulator: Delete,,100,,,5753458.0,ns,48
DynamicAccumulator: Delete,,100,,,6822458.0,ns,56
DynamicAccumulator: Delete,,100,,,7911042.0,ns,64
DynamicAccumulator: Delete,,100,,,8763375.0,ns,72
DynamicAccumulator: Delete,,100,,,9671208.0,ns,80
DynamicAccumulator: Delete,,100,,,10710209.0,ns,88
DynamicAccumulator: Delete,,100,,,11668875.0,ns,96
DynamicAccumulator: Delete,,100,,,12671292.0,ns,104
DynamicAccumulator: Delete,,100,,,13632875.0,ns,112
DynamicAccumulator: Delete,,100,,,14671917.0,ns,120
DynamicAccumulator: Delete,,100,,,15625125.0,ns,128
DynamicAccumulator: Delete,,100,,,16688625.0,ns,136
DynamicAccumulator: Delete,,100,,,17443792.0,ns,144
DynamicAccumulator: Delete,,100,,,18517584.0,ns,152
DynamicAccumulator: Delete,,100,,,19609541.0,ns,160
DynamicAccumulator: Delete,,100,,,20556375.0,ns,168
DynamicAccumulator: Delete,,100,,,21666083.0,ns,176
DynamicAccumulator: Delete,,100,,,22518000.0,ns,184
DynamicAccumulator: Delete,,100,,,23339792.0,ns,192
DynamicAccumulator: Delete,,100,,,24504125.0,ns,200
DynamicAccumulator: Delete,,100,,,25324708.0,ns,208
DynamicAccumulator: Delete,,100,,,26099958.0,ns,216
DynamicAccumulator: Delete,,100,,,27424584.0,ns,224
DynamicAccumulator: Delete,,100,,,28228333.0,ns,232
DynamicAccumulator: Delete,,100,,,29184792.0,ns,240
DynamicAccumulator: Delete,,100,,,30067334.0,ns,248
DynamicAccumulator: Delete,,100,,,31236833.0,ns,256
DynamicAccumulator: Delete,,100,,,32108667.0,ns,264
DynamicAccumulator: Delete,,100,,,33115875.0,ns,272
DynamicAccumulator: Delete,,100,,,34136000.0,ns,280
DynamicAccumulator: Delete,,100,,,35085959.0,ns,288
DynamicAccumulator: Delete,,100,,,36160708.0,ns,296
DynamicAccumulator: Delete,,100,,,36791792.0,ns,304
DynamicAccumulator: Delete,,100,,,37962417.0,ns,312
DynamicAccumulator: Delete,,100,,,38843166.0,ns,320
DynamicAccumulator: Delete,,100,,,40000125.0,ns,328
DynamicAccumulator: Delete,,100,,,40823334.0,ns,336
DynamicAccumulator: Delete,,100,,,41901208.0,ns,344
DynamicAccumulator: Delete,,100,,,42997709.0,ns,352
DynamicAccumulator: Delete,,100,,,43741542.0,ns,360
DynamicAccumulator: Delete,,100,,,45014083.0,ns,368
DynamicAccumulator: Delete,,100,,,45706042.0,ns,376
DynamicAccumulator: Delete,,100,,,46991667.0,ns,384
DynamicAccumulator: Delete,,100,,,47801125.0,ns,392
DynamicAccumulator: Delete,,100,,,48812583.0,ns,400
DynamicAccumulator: Delete,,100,,,49571708.0,ns,408
DynamicAccumulator: Delete,,100,,,50665417.0,ns,416
DynamicAccumulator: Delete,,100,,,51237750.0,ns,424
DynamicAccumulator: Delete,,100,,,52724750.0,ns,432
DynamicAccumulator: Delete,,100,,,53570583.0,ns,440
DynamicAccumulator: Delete,,100,,,54629125.0,ns,448
DynamicAccumulator: Delete,,100,,,55420042.0,ns,456
DynamicAccumulator: Delete,,100,,,56352917.0,ns,464
DynamicAccumulator: Delete,,100,,,57429834.0,ns,472
DynamicAccumulator: Delete,,100,,,58377541.0,ns,480
DynamicAccumulator: Delete,,100,,,59380250.0,ns,488
DynamicAccumulator: Delete,,100,,,60450792.0,ns,496
DynamicAccumulator: Delete,,100,,,62456167.0,ns,504
DynamicAccumulator: Delete,,100,,,62203042.0,ns,512
DynamicAccumulator: Delete,,100,,,63365959.0,ns,520
DynamicAccumulator: Delete,,100,,,64082750.0,ns,528
DynamicAccumulator: Delete,,100,,,64938583.0,ns,536
DynamicAccumulator: Delete,,100,,,66181083.0,ns,544
DynamicAccumulator: Delete,,100,,,67137291.0,ns,552
DynamicAccumulator: Delete,,100,,,68381250.0,ns,560
DynamicAccumulator: Delete,,100,,,69196500.0,ns,568
DynamicAccumulator: Delete,,100,,,70080458.0,ns,576
DynamicAccumulator: Delete,,100,,,71058083.0,ns,584
DynamicAccumulator: Delete,,100,,,72045625.0,ns,592
DynamicAccumulator: Delete,,100,,,73362458.0,ns,600
DynamicAccumulator: Delete,,100,,,73778458.0,ns,608
DynamicAccumulator: Delete,,100,,,74672625.0,ns,616
DynamicAccumulator: Delete,,100,,,76220917.0,ns,624
DynamicAccumulator: Delete,,100,,,77306208.0,ns,632
DynamicAccumulator: Delete,,100,,,77693042.0,ns,640
DynamicAccumulator: Delete,,100,,,79009625.0,ns,648
DynamicAccumulator: Delete,,100,,,79871625.0,ns,656
DynamicAccumulator: Delete,,100,,,80995666.0,ns,664
DynamicAccumulator: Delete,,100,,,81673500.0,ns,672
DynamicAccumulator: Delete,,100,,,86401791.0,ns,680
DynamicAccumulator: Delete,,100,,,93033791.0,ns,688
DynamicAccumulator: Delete,,100,,,96927625.0,ns,696
DynamicAccumulator: Delete,,100,,,92461291.0,ns,704
DynamicAccumulator: Delete,,100,,,93045209.0,ns,712
