group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
DynamicAccumulator: Prove Membership,,1000,,,48477334.0,ns,405
DynamicAccumulator: Prove Membership,,1000,,,49521708.0,ns,414
DynamicAccumulator: Prove Membership,,1000,,,50534792.0,ns,423
DynamicAccumulator: Prove Membership,,1000,,,53981791.0,ns,432
DynamicAccumulator: Prove Membership,,1000,,,52273666.0,ns,441
DynamicAccumulator: Prove Membership,,1000,,,53512792.0,ns,450
DynamicAccumulator: Prove Membership,,1000,,,54650125.0,ns,459
DynamicAccumulator: Prove Membership,,1000,,,55731625.0,ns,468
DynamicAccumulator: Prove Membership,,1000,,,56615041.0,ns,477
DynamicAccumulator: Prove Membership,,1000,,,57716375.0,ns,486
DynamicAccumulator: Prove Membership,,1000,,,58866500.0,ns,495
DynamicAccumulator: Prove Membership,,1000,,,59871959.0,ns,504
DynamicAccumulator: Prove Membership,,1000,,,60793916.0,ns,513
DynamicAccumulator: Prove Membership,,1000,,,61944042.0,ns,522
DynamicAccumulator: Prove Membership,,1000,,,63032625.0,ns,531
DynamicAccumulator: Prove Membership,,1000,,,64290292.0,ns,540
DynamicAccumulator: Prove Membership,,1000,,,65217541.0,ns,549
DynamicAccumulator: Prove Membership,,1000,,,67004625.0,ns,558
DynamicAccumulator: Prove Membership,,1000,,,67343416.0,ns,567
DynamicAccumulator: Prove Membership,,1000,,,68164917.0,ns,576
DynamicAccumulator: Prove Membership,,1000,,,69400166.0,ns,585
DynamicAccumulator: Prove Membership,,1000,,,70611500.0,ns,594
DynamicAccumulator: Prove Membership,,1000,,,71786708.0,ns,603
DynamicAccumulator: Prove Membership,,1000,,,72650333.0,ns,612
DynamicAccumulator: Prove Membership,,1000,,,73842583.0,ns,621
DynamicAccumulator: Prove Membership,,1000,,,75094708.0,ns,630
DynamicAccumulator: Prove Membership,,1000,,,76074042.0,ns,639
DynamicAccumulator: Prove Membership,,1000,,,76874583.0,ns,648
DynamicAccumulator: Prove Membership,,1000,,,77618750.0,ns,657
DynamicAccumulator: Prove Membership,,1000,,,79362000.0,ns,666
DynamicAccumulator: Prove Membership,,1000,,,80054667.0,ns,675
DynamicAccumulator: Prove Membership,,1000,,,81441667.0,ns,684
DynamicAccumulator: Prove Membership,,1000,,,82069625.0,ns,693
DynamicAccumulator: Prove Membership,,1000,,,83475917.0,ns,702
DynamicAccumulator: Prove Membership,,1000,,,84677875.0,ns,711
DynamicAccumulator: Prove Membership,,1000,,,90057542.0,ns,720
DynamicAccumulator: Prove Membership,,1000,,,86578875.0,ns,729
DynamicAccumulator: Prove Membership,,1000,,,87734500.0,ns,738
DynamicAccumulator: Prove Membership,,1000,,,88609500.0,ns,747
DynamicAccumulator: Prove Membership,,1000,,,90155417.0,ns,756
DynamicAccumulator: Prove Membership,,1000,,,91209750.0,ns,765
DynamicAccumulator: Prove Membership,,1000,,,92036917.0,ns,774
DynamicAccumulator: Prove Membership,,1000,,,92773083.0,ns,783
DynamicAccumulator: Prove Membership,,1000,,,94340333.0,ns,792
DynamicAccumulator: Prove Membership,,1000,,,95345959.0,ns,801
DynamicAccumulator: Prove Membership,,1000,,,96468833.0,ns,810
DynamicAccumulator: Prove Membership,,1000,,,97267667.0,ns,819
DynamicAccumulator: Prove Membership,,1000,,,98435625.0,ns,828
DynamicAccumulator: Prove Membership,,1000,,,99345250.0,ns,837
DynamicAccumulator: Prove Membership,,1000,,,100373250.0,ns,846
DynamicAccumulator: Prove Membership,,1000,,,101508917.0,ns,855
DynamicAccumulator: Prove Membership,,1000,,,102621250.0,ns,864
DynamicAccumulator: Prove Membership,,1000,,,103596625.0,ns,873
DynamicAccumulator: Prove Membership,,1000,,,105057500.0,ns,882
DynamicAccumulator: Prove Membership,,1000,,,106574584.0,ns,891
DynamicAccumulator: Prove Membership,,1000,,,106502375.0,ns,900
